,MAL_ID,Name,Score,Genres,Type,Episodes,Premiered,Producers,Licensors,Studios,Source,Duration,Rating,Ranked,Popularity,Members,Dropped,Season,Year,DropRatio(%),RunLength
15039,38659,Shinchou Yuusha: Kono Yuusha ga Ore Tueee Kuse ni Shinchou Sugiru,7.54,"['Action', 'Adventure', 'Comedy', 'Fantasy']",TV,12.0,Fall 2019,"['AT-X', 'Kadokawa Media House', 'Kadokawa', 'Legs']",['Funimation'],['White Fox'],Light novel,23.0,PG13,1463.0,376,357092,10663,Fall,2019.0,2.986065215686714,One Season
15043,38668,Dorohedoro,8.1,"['Action', 'Comedy', 'Horror', 'Magic', 'Fantasy', 'Seinen']",TV,12.0,Winter 2020,"['Shogakukan-Shueisha Productions', 'Mainichi Broadcasting System', 'Movic', 'TOHO animation', 'BS11', 'Shogakukan', 'Sumitomo', 'RAY', 'Pia']",['Netflix'],['MAPPA'],Manga,23.0,R,410.0,550,268894,6936,Winter,2020.0,2.57945510126667,One Season
15044,38669,Tsukiuta. The Animation 2,6.52,['Music'],TV,13.0,Fall 2020,,,"[""Children's Playground Entertainment""]",Music,23.0,PG13,5810.0,6492,4958,246,Fall,2020.0,4.961678096006454,One Season
15045,38670,Actors: Songs Connection,6.23,"['Music', 'School']",TV,12.0,Fall 2019,"['Sotsu', 'Pony Canyon', 'AT-X', 'Nippon Television Network', 'Tokyo MX', 'JY Animation']",['Funimation'],['Drive'],Music,23.0,PG13,7185.0,4543,12022,1451,Fall,2019.0,12.069539178173349,One Season
15046,38671,Enen no Shouboutai,7.68,"['Action', 'Supernatural', 'Shounen']",TV,24.0,Summer 2019,"['Mainichi Broadcasting System', 'Kodansha', 'bilibili', 'DMM pictures', 'DMM Music']",['Funimation'],['David Production'],Manga,23.0,PG13,1075.0,130,711770,44241,Summer,2019.0,6.2156314539809205,Two Season
15053,38680,Fruits Basket 1st Season,8.2,"['Comedy', 'Drama', 'Romance', 'Shoujo', 'Slice of Life', 'Supernatural']",TV,25.0,Spring 2019,"['TV Tokyo', 'TV Osaka', 'Nihon Ad Systems', 'Hakusensha', 'Avex Pictures', 'TMS Music']",['Funimation'],['TMS Entertainment'],Manga,23.0,PG13,316.0,357,372802,17146,Spring,2019.0,4.599224253088771,Two Season
15060,38691,Dr. Stone,8.34,"['Sci-Fi', 'Adventure', 'Shounen']",TV,24.0,Summer 2019,"['TOHO animation', 'Shueisha']","['Funimation', 'Crunchyroll']",['TMS Entertainment'],Manga,24.0,PG13,189.0,79,945133,28902,Summer,2019.0,3.0579823157164125,Two Season
15068,38707,RobiHachi,6.51,"['Adventure', 'Comedy', 'Sci-Fi', 'Space']",TV,12.0,Spring 2019,"['Sotsu', 'Pony Canyon']",['Funimation'],['Studio Comet'],Original,24.0,PG13,5832.0,3180,26641,4625,Spring,2019.0,17.36045944221313,One Season
15083,38731,Diamond no Ace: Act II,8.23,"['Comedy', 'Sports', 'School', 'Shounen']",TV,52.0,Spring 2019,"['TV Tokyo', 'Sotsu', 'AT-X', 'DAX Production']",,['Madhouse'],Manga,24.0,PG13,276.0,2127,55084,1120,Spring,2019.0,2.033258296420013,Four or more Season
15098,38753,Araburu Kisetsu no Otome-domo yo.,7.5,"['Comedy', 'Drama', 'Romance', 'School', 'Shounen']",TV,12.0,Summer 2019,"['Mainichi Broadcasting System', 'Kodansha', 'DMM pictures']",['Sentai Filmworks'],['Lay-duce'],Manga,24.0,PG13,1568.0,723,204221,7198,Summer,2019.0,3.5246130417537866,One Season
15102,38759,Sewayaki Kitsune no Senko-san,7.36,"['Slice of Life', 'Comedy', 'Supernatural', 'Romance']",TV,12.0,Spring 2019,"['Docomo Anime Store', 'Kadokawa']",['Funimation'],['Doga Kobo'],Web manga,23.0,PG13,2078.0,628,229506,13831,Spring,2019.0,6.026421967181686,One Season
15130,38790,Itai no wa Iya nano de Bougyoryoku ni Kyokufuri Shitai to Omoimasu.,7.59,"['Action', 'Game', 'Sci-Fi', 'Adventure', 'Comedy', 'Fantasy']",TV,12.0,Winter 2020,"['AT-X', 'MAGES.', 'Docomo Anime Store', 'Sammy', 'ABC Animation', 'Kadokawa Media House', 'Kadokawa', 'D-techno']",['Funimation'],['SILVER LINK.'],Light novel,23.0,PG13,1319.0,516,278001,11296,Winter,2020.0,4.063294736349869,One Season
15140,38804,Kiratto Pri☆chan Season 2,7.06,"['Music', 'Slice of Life', 'Comedy', 'Magic', 'Shoujo']",TV,51.0,Spring 2019,,,['Tatsunoko Production'],Game,24.0,PG,3421.0,9361,1626,133,Spring,2019.0,8.179581795817958,Four or more Season
15161,38830,"Hachi-nan tte, Sore wa Nai deshou!",6.19,"['Action', 'Fantasy']",TV,12.0,Spring 2020,"['Satelight', 'Frontier Works', 'flying DOG', 'Kadokawa Media House', 'Exa International', 'Kadokawa', 'GREE', 'arma bianca']",,"['SynergySP', 'Shin-Ei Animation']",Light novel,23.0,PG13,7402.0,1147,129426,7884,Spring,2020.0,6.09151175188911,One Season
15165,38843,Shironeko Project: Zero Chronicle,5.3,"['Action', 'Adventure', 'Magic', 'Fantasy']",TV,12.0,Spring 2020,"['NBCUniversal Entertainment Japan', 'COLOPL', 'Kadokawa', 'GREE']",['Funimation'],['Project No.9'],Game,23.0,PG13,10125.0,2048,58294,5311,Spring,2020.0,9.110714653309088,One Season
15170,38851,Virtual-san wa Miteiru,5.42,"['Comedy', 'Music']",TV,12.0,Winter 2019,['Dwango'],,['Lide'],Original,24.0,PG13,9874.0,5798,6570,1707,Winter,2019.0,25.981735159817354,One Season
15177,38860,Bakumatsu: Crisis,5.7,"['Action', 'Historical', 'Samurai']",TV,12.0,Spring 2019,"['TBS', 'MAGES.', 'FuRyu']",,['Studio Deen'],Game,24.0,PG13,9151.0,4929,9885,900,Spring,2019.0,9.104704097116842,One Season
15199,38883,Haikyuu!!: To the Top,8.39,"['Comedy', 'Sports', 'Drama', 'School', 'Shounen']",TV,13.0,Winter 2020,"['Dentsu', 'Mainichi Broadcasting System', 'Movic', 'Sony Music Entertainment', 'TOHO animation', 'Shueisha']",,['Production I.G'],Manga,24.0,PG13,159.0,276,470208,1992,Winter,2020.0,0.4236423029808085,One Season
15203,38889,Kono Oto Tomare! 2nd Season,8.43,"['Drama', 'Music', 'Romance', 'School', 'Shounen']",TV,13.0,Fall 2019,"['WOWOW', 'Movic', 'KlockWorx', 'Memory-Tech', 'King Records', 'Shueisha', 'Pony Canyon Enterprise']",['Funimation'],['Platinum Vision'],Manga,23.0,PG13,138.0,1628,82333,996,Fall,2019.0,1.2097214968481655,One Season
15217,38909,Infinite Dendrogram,6.14,"['Game', 'Fantasy']",TV,13.0,Winter 2020,"['AT-X', 'Nippon Columbia', 'KlockWorx', 'Hobby Japan', 'Studio Mausu', 'Hakuhodo DY Music & Pictures', 'BS11', 'Anima&Co.']",['Funimation'],['NAZ'],Light novel,23.0,PG13,7619.0,1277,113280,13745,Winter,2020.0,12.133651129943503,One Season
15227,38920,Kochouki: Wakaki Nobunaga,6.51,"['Action', 'Historical', 'Drama', 'Samurai']",TV,12.0,Summer 2019,"['WOWOW', 'Genco', 'MediaNet', 'AT-X', 'Tokuma Shoten', 'flying DOG', 'BS Fuji', '81 Produce', 'Tokyo MX', 'Docomo Anime Store', 'Happinet']",['Funimation'],['Studio Deen'],Original,23.0,PG13,5866.0,3481,22065,2538,Summer,2019.0,11.502379333786541,One Season
15230,38923,Sinbi Apateu: Ghost Ball Bimil,6.48,"['Action', 'Mystery', 'Kids']",TV,24.0,Summer 2016,,,,Original,24.0,G,5981.0,12343,464,44,Summer,2016.0,9.482758620689655,Two Season
15231,38924,Nekopara,6.76,"['Slice of Life', 'Comedy']",TV,12.0,Winter 2020,"['Movic', 'AT-X', 'KlockWorx', 'Good Smile Company', 'Avex Pictures', 'Avex Technologies']",['Funimation'],['Felix Film'],Visual novel,23.0,PG13,4604.0,1293,110004,9190,Winter,2020.0,8.354241663939494,One Season
15245,38940,Cop Craft,6.74,"['Action', 'Fantasy', 'Magic', 'Police', 'Sci-Fi']",TV,12.0,Summer 2019,,['Funimation'],['Millepensee'],Light novel,23.0,R,4711.0,1501,92206,10113,Summer,2019.0,10.96783289590699,One Season
15250,38959,Lord El-Melloi II Sei no Jikenbo: Rail Zeppelin Grace Note,7.36,"['Fantasy', 'Mystery', 'Supernatural']",TV,13.0,Summer 2019,"['Aniplex', 'Notes']",['Aniplex of America'],['TROYCA'],Light novel,23.0,R,2066.0,1316,108495,5838,Summer,2019.0,5.380893128715609,One Season
15272,38993,Karakai Jouzu no Takagi-san 2,8.15,"['Slice of Life', 'Comedy', 'Romance', 'School', 'Shounen']",TV,12.0,Summer 2019,"['Dentsu', 'TMS Entertainment', 'Asmik Ace', 'TOHO animation', 'Shogakukan', 'Sumitomo']",,['Shin-Ei Animation'],Manga,23.0,PG13,362.0,825,182529,2896,Summer,2019.0,1.5865971982534282,One Season
15284,39012,Capsule Boy 2: Ujuleul Jikyeola,,"['Sci-Fi', 'Kids']",TV,26.0,Winter 2019,,,,Original,24.0,G,13546.0,16616,109,35,Winter,2019.0,32.11009174311927,Two Season
15287,39017,Kyokou Suiri,6.96,"['Mystery', 'Demons', 'Supernatural', 'Romance', 'Shounen']",TV,12.0,Winter 2020,"['Nihon Ad Systems', 'Kodansha', 'KlockWorx', 'Docomo Anime Store', 'King Records', 'GYAO!', 'BS NTV', 'Crunchyroll SC Anime Fund', 'Marui Group']",,"[""Brain's Base""]",Manga,24.0,R,3778.0,552,262705,16318,Winter,2020.0,6.2115300432043545,One Season
15293,39026,Dumbbell Nan Kilo Moteru?,7.36,"['Comedy', 'Ecchi', 'Slice of Life', 'Sports']",TV,12.0,Summer 2019,"['AT-X', 'Shogakukan', 'Kadokawa Media House', 'RAY', 'NTT Plala', 'Kadokawa']",['Funimation'],['Doga Kobo'],Web manga,24.0,PG13,2060.0,619,236040,14640,Summer,2019.0,6.202338586680224,One Season
15296,39029,Mr. Shadow,,['Supernatural'],TV,3.0,Winter 2019,['Fuji TV'],,,Original,42.0,G,15688.0,14023,258,76,Winter,2019.0,29.457364341085274,One Season
15297,39030,Hataage! Kemono Michi,6.69,"['Comedy', 'Fantasy', 'Shounen']",TV,12.0,Fall 2019,"['AT-X', 'Nippon Columbia', 'Sammy', 'Kadokawa Media House', 'Kadokawa', 'CA-Cygames Anime Fund']",['Funimation'],['ENGI'],Manga,23.0,PG13,4967.0,1101,135278,11817,Fall,2019.0,8.735344993273111,One Season
15306,39039,Duel Masters!!,,"['Action', 'Adventure', 'Comedy', 'Shounen']",TV,51.0,Spring 2019,['TV Tokyo'],,"[""Brain's Base"", 'Shogakukan Music & Digital Entertainment']",Original,24.0,G,13884.0,10990,796,132,Spring,2019.0,16.582914572864322,Four or more Season
15307,39040,Kedama no Gonjirou,,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Shounen']",TV,51.0,Spring 2019,,,"['OLM', 'Wit Studio']",Other,24.0,G,14918.0,12725,389,118,Spring,2019.0,30.334190231362467,Four or more Season
15316,39063,Fairy Gone,5.81,"['Action', 'Demons', 'Fantasy', 'Magic', 'Supernatural']",TV,12.0,Spring 2019,"['Mainichi Broadcasting System', 'Movic', 'AT-X', 'TOHO animation', 'Medicos Entertainment', 'BS11', 'Sanyo']",['Funimation'],['P.A. Works'],Original,23.0,PG13,8817.0,1103,134898,30934,Spring,2019.0,22.931400020756424,One Season
15321,39071,Machikado Mazoku,7.68,"['Slice of Life', 'Comedy', 'Magic']",TV,12.0,Summer 2019,"['Pony Canyon', 'TBS', 'Houbunsha', 'Medicos Entertainment', 'RAY']",['Sentai Filmworks'],['J.C.Staff'],4-koma manga,24.0,PG13,1080.0,1521,90708,3466,Summer,2019.0,3.821052167394276,One Season
15324,39078,Aikatsu Friends!: Kagayaki no Jewel,6.89,"['Music', 'Slice of Life', 'School', 'Shoujo']",TV,26.0,Spring 2019,,,['Bandai Namco Pictures'],Game,24.0,PG,4078.0,7441,3539,189,Spring,2019.0,5.340491664311953,Two Season
15418,39184,A3! Season Spring & Summer,7.14,"['Slice of Life', 'Drama']",TV,12.0,Winter 2020,"['Pony Canyon', 'Liber Entertainment']",['Funimation'],"['P.A. Works', 'Studio 3Hz']",Game,23.0,PG13,3010.0,3660,20153,1452,Winter,2020.0,7.2048826477447525,One Season
15426,39194,Shin Chuuka Ichiban!,6.4,"['Comedy', 'Shounen']",TV,12.0,Fall 2019,"['Kodansha', 'DMM pictures', 'JY Animation', 'China Film Animation', 'Beijing IMMG']",,"['Production I.G', 'Nihon Ad Systems']",Manga,24.0,PG13,6420.0,5209,8619,1318,Fall,2019.0,15.291797192249682,One Season
15427,39195,Beastars,8.05,"['Slice of Life', 'Psychological', 'Drama', 'Shounen']",TV,12.0,Fall 2019,"['Movic', 'Fuji TV', 'Bandai', 'Toho', 'BS Fuji', 'TOHO animation', 'Q-Tec', 'Akita Shoten', 'Hakuhodo DY Media Partners', 'Bandai Spirits']",,['Orange'],Manga,22.0,R,473.0,281,462481,11655,Fall,2019.0,2.52010352857739,One Season
15428,39196,Mairimashita! Iruma-kun,7.7,"['Comedy', 'Demons', 'Supernatural', 'Fantasy', 'School', 'Shounen']",TV,23.0,Fall 2019,"['NHK', 'NHK Enterprises']",,['Bandai Namco Pictures'],Manga,23.0,PG13,1042.0,751,196362,7597,Fall,2019.0,3.868874833216203,Two Season
15430,39198,Kanata no Astra,8.16,"['Sci-Fi', 'Adventure', 'Space', 'Shounen']",TV,12.0,Summer 2019,"['AT-X', 'Docomo Anime Store', 'Shueisha', 'Kadokawa Media House', 'Kadokawa']",['Funimation'],['Lerche'],Manga,28.0,PG13,352.0,756,197328,6439,Summer,2019.0,3.263094948512122,One Season
15431,39199,Katsute Kami Datta Kemono-tachi e,6.41,"['Action', 'Drama', 'Fantasy', 'Military', 'Shounen']",TV,12.0,Summer 2019,"['Kodansha', 'NBCUniversal Entertainment Japan', 'Tokyo MX', 'BS11', 'JR East Marketing & Communications', 'Cygames', 'A-Sketch']",,['MAPPA'],Manga,23.0,R,6381.0,1496,92645,11628,Summer,2019.0,12.551136056991744,One Season
15451,39221,Bem,6.03,"['Action', 'Demons', 'Supernatural']",TV,12.0,Summer 2019,"['TV Tokyo', 'Nihon Ad Systems', 'Pony Canyon', 'KlockWorx', 'flying DOG']",['Funimation'],"['Production I.G', 'LandQ studios']",Original,24.0,PG13,8092.0,2193,52770,8558,Summer,2019.0,16.21754784915672,One Season
15466,39244,Cardfight!! Vanguard: Zoku Koukousei-hen,6.27,"['Action', 'Game', 'Shounen']",TV,14.0,Spring 2019,,,['OLM'],Original,23.0,PG13,7037.0,7507,3422,153,Spring,2019.0,4.471069549970777,One Season
15491,39277,Youkai Watch!,6.23,"['Comedy', 'Demons', 'Kids', 'Supernatural']",TV,36.0,Spring 2019,,,['OLM'],Game,24.0,G,7205.0,9816,1337,106,Spring,2019.0,7.928197456993269,Three Season
15500,39292,Princess Connect! Re:Dive,7.06,"['Action', 'Adventure', 'Comedy', 'Fantasy']",TV,13.0,Spring 2020,"['WOWOW', 'Nippon Columbia', 'Tokyo MX', 'BS11', 'Cygames']",,['CygamesPictures'],Game,23.0,PG13,3407.0,1031,145572,9842,Spring,2020.0,6.760915560684746,One Season
15522,39324,"Uchi no Ko no Tame naraba, Ore wa Moshikashitara Maou mo Taoseru kamo Shirenai.",7.04,"['Fantasy', 'Slice of Life']",TV,12.0,Summer 2019,"['Genco', 'Asmik Ace', 'Hobby Japan', 'ZERO-A', 'BS11', 'Muse Communication']",,['Maho Film'],Light novel,23.0,PG13,3511.0,1133,130550,11556,Summer,2019.0,8.851780926847951,One Season
15524,39326,Kawaikereba Hentai demo Suki ni Natte Kuremasu ka?,6.6,"['Comedy', 'Ecchi', 'Harem', 'Romance', 'School']",TV,12.0,Summer 2019,"['Gonzo', 'AT-X', 'Bandai Namco Live Creative', 'GYAO!', 'Kadokawa', 'INCS toenter', 'Bandai Namco Arts']",['Funimation'],"['Seven', 'GEEK TOYS']",Light novel,23.0,PG13,5371.0,811,184350,9646,Summer,2019.0,5.232438296718199,One Season
15545,39355,Radiant 2nd Season,7.63,"['Action', 'Adventure', 'Magic', 'Fantasy']",TV,21.0,Fall 2019,['NHK Enterprises'],['Funimation'],['Lerche'],Other,24.0,PG13,1186.0,1844,67545,1635,Fall,2019.0,2.4206084832334,Two Season
15572,39388,Koisuru Asteroid,6.87,"['Slice of Life', 'Comedy', 'School']",TV,12.0,Winter 2020,"['AT-X', 'flying DOG', 'Houbunsha', 'Kadokawa Media House', 'RAY', 'Kadokawa', 'GRANTdesign']",,['Doga Kobo'],4-koma manga,23.0,PG13,4175.0,2010,59816,6986,Winter,2020.0,11.679149391467165,One Season
15593,39417,Granbelm,6.75,"['Fantasy', 'Magic', 'Mecha']",TV,13.0,Summer 2019,"['Mainichi Broadcasting System', 'Infinite', 'DMM pictures']",,['Nexus'],Original,24.0,PG13,4687.0,2491,41657,6350,Summer,2019.0,15.243536500468108,One Season
15614,39463,Gleipnir,7.02,"['Action', 'Mystery', 'Supernatural', 'Ecchi', 'Seinen']",TV,13.0,Spring 2020,"['Kodansha', 'bilibili', 'Good Smile Film']",['Funimation'],['Pine Jam'],Manga,23.0,R,3562.0,533,271352,18502,Spring,2020.0,6.818449836374893,One Season
15618,39468,Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen,8.03,"['Slice of Life', 'Fantasy']",TV,14.0,Fall 2019,"['WOWOW', 'Genco', 'MediaNet', 'KlockWorx', 'flying DOG', 'BS Fuji', 'Yomiuri TV Enterprise', 'Happinet', 'Tokyo Animator Gakuin', 'TO Books', 'JTB Next Creation']",['Crunchyroll'],['Ajia-Do'],Light novel,23.0,PG13,508.0,997,148895,4077,Fall,2019.0,2.738171194465899,One Season
15619,39469,Tsugu Tsugumomo,7.51,"['Action', 'Comedy', 'Supernatural', 'Ecchi', 'School', 'Seinen']",TV,12.0,Spring 2020,,['Crunchyroll'],['Zero-G'],Manga,24.0,R+,1547.0,2044,58806,1578,Spring,2020.0,2.6833996530966227,One Season
15636,39491,Psycho-Pass 3,7.54,"['Action', 'Sci-Fi', 'Police', 'Psychological']",TV,8.0,Fall 2019,"['Dentsu', 'Fuji TV', 'Nitroplus', 'Sony Music Entertainment', 'TOHO animation', 'MAGNET']",['Funimation'],['Production I.G'],Original,45.0,R,1440.0,856,175152,3602,Fall,2019.0,2.0564994975792454,One Season
15646,39506,Phantasy Star Online 2: Episode Oracle,6.55,"['Action', 'Sci-Fi', 'Space']",TV,25.0,Fall 2019,"['Frontier Works', 'Pony Canyon', 'Sega', 'Tokyo MX', 'Sammy', 'Studio Kai', 'ADK Emotions']",['Funimation'],['Gonzo'],Game,23.0,PG13,5605.0,3822,18103,1598,Fall,2019.0,8.827266198972545,Two Season
15654,39523,Choujin Koukousei-tachi wa Isekai demo Yoyuu de Ikinuku you desu!,6.34,['Fantasy'],TV,12.0,Fall 2019,"['Sotsu', 'MediaNet', 'Pony Canyon', 'AT-X', 'KlockWorx', 'BS Fuji', 'Tokyo MX', 'Bit Promotion', 'Happinet', 'Dream Shift', 'SB Creative']",,['Project No.9'],Light novel,23.0,PG13,6658.0,997,150384,12394,Fall,2019.0,8.241568251941695,One Season
15656,39527,Try Knights,4.69,"['Sports', 'School', 'Josei']",TV,12.0,Summer 2019,['Nippon Television Network'],['Sentai Filmworks'],"['Gonzo', 'Seven']",Manga,22.0,PG13,10842.0,4170,14942,3090,Summer,2019.0,20.67996252175077,One Season
15661,39533,Given,8.32,"['Drama', 'Music', 'Romance', 'Shounen Ai', 'Slice of Life']",TV,11.0,Summer 2019,"['Aniplex', 'Dentsu', 'Movic', 'Fuji TV', 'Shinshokan']",,['Lerche'],Manga,22.0,PG13,214.0,561,260768,6255,Summer,2019.0,2.39868388759357,One Season
15662,39534,Jibaku Shounen Hanako-kun,7.78,"['Comedy', 'School', 'Shounen', 'Supernatural']",TV,12.0,Winter 2020,"['Square Enix', 'Studio Hibari', 'Pony Canyon', 'TBS', 'Half H.P Studio', 'Contents Seed']",['Funimation'],['Lerche'],Manga,24.0,PG13,859.0,501,284905,13265,Winter,2020.0,4.6559379442270235,One Season
15666,39539,No Guns Life,6.89,"['Action', 'Sci-Fi', 'Drama', 'Seinen']",TV,12.0,Fall 2019,"['Sony Pictures Entertainment', 'TBS', 'AT-X', 'Hakuhodo DY Music & Pictures', 'BS11', 'Egg Firm', 'Good Smile Film']",['Funimation'],['Madhouse'],Manga,24.0,PG13,4084.0,1024,145181,14832,Fall,2019.0,10.216212865319841,One Season
15672,39547,Yahari Ore no Seishun Love Comedy wa Machigatteiru. Kan,8.46,"['Slice of Life', 'Comedy', 'Drama', 'Romance', 'School']",TV,12.0,Summer 2020,"['Marvelous', 'TBS', 'Movic', 'Delfi Sound', 'NBCUniversal Entertainment Japan']",['Sentai Filmworks'],['feel.'],Light novel,24.0,PG13,117.0,343,390621,4490,Summer,2020.0,1.149451770386129,One Season
15682,39567,Keishichou Tokumubu Tokushu Kyouakuhan Taisakushitsu Dainanaka: Tokunana,6.03,"['Action', 'Police', 'Vampire', 'Fantasy']",TV,12.0,Fall 2019,"['Frontier Works', 'Lantis', 'Sega', 'AT-X', 'Ai Addiction', 'Hakuhodo DY Music & Pictures', 'Yomiuri TV Enterprise', 'Kadokawa', 'Bandai Namco Arts', 'Toyo Recording', 'arma bianca']",['Funimation'],['Anima&Co.'],Original,23.0,PG13,8107.0,2659,36800,5965,Fall,2019.0,16.20923913043478,One Season
15685,39570,High Score Girl II,8.08,"['Comedy', 'Game', 'Romance', 'School', 'Seinen']",TV,9.0,Fall 2019,"['Square Enix', 'Mainichi Broadcasting System', 'Magic Capsule', 'Warner Bros. Japan', 'KlockWorx', 'Good Smile Company']",['Netflix'],['J.C.Staff'],Manga,23.0,PG13,441.0,1611,83181,1004,Fall,2019.0,1.2070064077133,One Season
15688,39575,Somali to Mori no Kamisama,7.82,"['Adventure', 'Slice of Life', 'Demons', 'Drama', 'Fantasy']",TV,12.0,Winter 2020,"['Movic', 'North Stars Pictures', 'JY Animation', 'Crunchyroll SC Anime Fund', 'CA-Cygames Anime Fund', 'HORNETS', 'Mixer']",,['Satelight'],Web manga,23.0,PG13,802.0,774,193956,10636,Winter,2020.0,5.483717956649961,One Season
15691,39582,Kitsutsuki Tanteidokoro,6.03,"['Mystery', 'Historical']",TV,12.0,Spring 2020,"['Marvelous', 'Tohokushinsha Film Corporation', 'BS Fuji', 'Tokyo MX', 'Muse Communication', 'Happinet']",['Crunchyroll'],['LIDENFILMS'],Novel,24.0,R,8100.0,3618,20414,2832,Spring,2020.0,13.872832369942195,One Season
15692,39583,number24,6.63,"['Sports', 'School']",TV,12.0,Winter 2020,"['Movic', 'Magic Capsule', 'Tokyo MX', 'Mime Corporation', ""it's""]",,['PRA'],Original,23.0,PG13,5229.0,2954,30782,2830,Winter,2020.0,9.193684620882333,One Season
15696,39587,Re:Zero kara Hajimeru Isekai Seikatsu 2nd Season,8.5,"['Psychological', 'Drama', 'Thriller', 'Fantasy']",TV,13.0,Summer 2020,"['AT-X', 'Memory-Tech', 'Hakuhodo DY Music & Pictures', 'Kadokawa Media House', 'Kadokawa']",,['White Fox'],Light novel,26.0,R,104.0,169,614588,4982,Summer,2020.0,0.8106243532252502,One Season
15699,39590,Africa no Salaryman (TV),6.52,"['Slice of Life', 'Comedy']",TV,12.0,Fall 2019,"['Pony Canyon', 'Movic', 'Bandai Namco Live Creative', 'Ai Addiction', 'Sammy', 'Kadokawa Media House', 'Kadokawa', 'pH Studio']",['Funimation'],['HOTZIPANG'],Web manga,23.0,PG13,5792.0,3738,19052,3648,Fall,2019.0,19.14759605290783,One Season
15701,39592,Mobile Suit Gundam: The Origin - Advent of the Red Comet,8.09,"['Action', 'Military', 'Sci-Fi', 'Space', 'Mecha', 'Shounen']",TV,13.0,Spring 2019,,,['Sunrise'],Manga,25.0,PG13,429.0,4738,11056,216,Spring,2019.0,1.9536903039073805,One Season
15702,39597,Sword Art Online: Alicization - War of Underworld,7.63,"['Action', 'Game', 'Adventure', 'Romance', 'Fantasy']",TV,12.0,Fall 2019,"['Aniplex', 'Bandai Namco Entertainment', 'Egg Firm', 'Straight Edge', 'Kadokawa', 'Sonilude']",['Aniplex of America'],['A-1 Pictures'],Light novel,23.0,R,1204.0,308,428786,5120,Fall,2019.0,1.1940688362026746,One Season
15706,39609,Ochikobore Fruit Tart,6.77,"['Music', 'Slice of Life']",TV,12.0,Fall 2020,"['Studio Mausu', 'Kadokawa']",['Funimation'],['feel.'],4-koma manga,23.0,PG13,4561.0,3419,22801,1435,Fall,2020.0,6.293583614753739,One Season
15715,39622,Bakugan: Battle Planet,5.57,"['Action', 'Game', 'Fantasy']",TV,50.0,Spring 2019,['Nelvana'],,['TMS Entertainment'],Original,24.0,PG,9504.0,7239,3816,662,Spring,2019.0,17.348008385744233,Four or more Season
15723,39634,Boy General,,"['Action', 'Drama', 'Historical', 'Military']",TV,50.0,,,,,,20.0,G,13506.0,17169,68,13,,,19.11764705882353,Four or more Season
15738,39668,Watanuki-san Chi no,,['Slice of Life'],TV,12.0,Spring 2019,,,,Other,23.0,PG13,12827.0,9416,1611,130,Spring,2019.0,8.069522036002482,One Season
15746,39681,D4DJ: First Mix,7.7,['Music'],TV,13.0,Fall 2020,['Bushiroad'],['Sentai Filmworks'],['SANZIGEN'],Original,23.0,PG13,1018.0,4575,11845,588,Fall,2020.0,4.96411988180667,One Season
15749,39685,Mabeob Chunjamun,,"['Adventure', 'Kids', 'Magic', 'Martial Arts']",TV,26.0,,,,,Manga,25.0,G,15342.0,17338,56,17,,,30.357142857142854,Two Season
15750,39686,Mabeob Chunjamun Season 2,,"['Adventure', 'Kids', 'Magic', 'Martial Arts']",TV,26.0,,,,,Manga,25.0,G,15346.0,17406,51,16,,,31.372549019607842,Two Season
15757,39699,King of Prism: Shiny Seven Stars,6.4,"['Music', 'Sports', 'Shounen']",TV,12.0,Spring 2019,,,['Tatsunoko Production'],Original,24.0,PG13,6402.0,7553,3335,296,Spring,2019.0,8.875562218890556,One Season
15759,39701,Nanatsu no Taizai: Kamigami no Gekirin,6.41,"['Action', 'Adventure', 'Supernatural', 'Magic', 'Fantasy', 'Shounen']",TV,24.0,Fall 2019,"['TV Tokyo', 'VAP', 'Dentsu', 'Kodansha', 'Movic', 'Sammy']",,"['Studio Deen', 'Marvy Jack']",Manga,24.0,PG13,6371.0,327,408034,35384,Fall,2019.0,8.67182636741056,Two Season
15767,39710,Yesterday wo Utatte,7.02,"['Slice of Life', 'Drama', 'Romance', 'Seinen']",TV,12.0,Spring 2020,"['TV Asahi', 'Sotsu', 'Delfi Sound', 'Lucent Pictures Entertainment', 'CyberAgent', 'AbemaTV', 'DMM.futureworks']",,['Doga Kobo'],Manga,23.0,PG13,3596.0,696,210030,10407,Spring,2020.0,4.955006427653193,One Season
15777,39730,Houkago Teibou Nisshi,7.38,"['Slice of Life', 'Comedy', 'School', 'Seinen']",TV,12.0,Spring 2020,,['Funimation'],['Doga Kobo'],Manga,23.0,PG13,1999.0,2616,38031,2215,Spring,2020.0,5.824196050590308,One Season
15803,39790,Adachi to Shimamura,7.21,"['Slice of Life', 'Romance', 'School', 'Shoujo Ai']",TV,12.0,Fall 2020,['Kadokawa'],['Funimation'],['Tezuka Productions'],Light novel,24.0,PG13,2726.0,1342,104719,4687,Fall,2020.0,4.475787583915049,One Season
15804,39792,Eizouken ni wa Te wo Dasu na!,8.17,"['Adventure', 'Comedy', 'School', 'Seinen']",TV,12.0,Winter 2020,"['Warner Bros. Japan', 'Warner Music Japan', 'Shogakukan', 'NHK Enterprises']",,['Science SARU'],Manga,25.0,PG13,336.0,698,211247,10371,Winter,2020.0,4.9094188319834124,One Season
